content_id,content_type,title_english,maturity_rating,audio_languages,release_year,monetization_model,genre_normalized,synopsis_text,era_bucket,maturity_tags,cast_size,has_imdb_id,has_imdb_rating,director_names,actor_names,producer_names,storyline_tags,overall_tone_tags,tag_low_confidence
7598e820-b7f9-4812-857b-4cb1ae1e2ff4,movie,Buro Sadhu,U/A 16+,"[""BN""]",2019,SVOD,Psychological Drama,"Abir, a young man from a dysfunctional family, spirals into addiction after a personal tragedy. Just as he begins rebuilding his life, a shocking event changes everything. This gripping tale of loss, redemption, and resilience takes unexpected turns.",2010s,"[""Substance Use"", ""Foul Language""]",5,True,True,"[""VIK""]","[""Ritwick Chakraborty"", ""Ishaa Saha"", ""Chiranjeet Chakrabarti""]","[""DNA Entertainment Network Pvt Ltd""]","[""family_conflict"", ""self_discovery"", ""reconciliation""]","[""dramatic"", ""emotional"", ""tragic""]",False
08ea5ab5-96d3-4a93-b173-26bec50c744f,movie,Ekannoborti,U/A 13+,"[""BN""]",2021,SVOD,Drama,"Life has thrown curveballs at Malini and her two daughters, Shila and Pinky. When they come together at their ancestral house on Durga Pujo, skeletons come tumbling out of the closet. Amid festive chaos, the three women lean on each other, finding hope.",2020s,"[""Foul Language""]",6,True,True,"[""Mainak Bhaumik""]","[""Aparajita Adhya"", ""Sauraseni Maitra"", ""Ananya Sen"", ""Alokananda Roy""]","[""SVF Entertainment Pvt Ltd""]","[""family_secrets"", ""family_conflict"", ""reconciliation"", ""ensemble_multiple_storylines""]","[""emotional"", ""heartwarming"", ""bittersweet""]",False
d49eb2a3-b829-4f7c-b719-0623150cbd54,movie,Hobu Chandra Raja Gobu Chandra Mantri,U,"[""BN""]",2021,SVOD,Fantasy,"A stranger named Gobuchandra tricks his way into becoming the Minister of Raja Hobuchandra, the king of Bombagarh, and turns the erstwhile happy kingdom into a sad state for his personal gain. How will the people of Bombagarh save themselves from this turmoil?",2020s,"[""Suitable for all ages""]",6,True,True,"[""Aniket Chattopadhyay""]","[""Saswata Chatterjee"", ""Kharaj Mukherjee"", ""Arpita Chatterjee"", ""Subhasish Mukhopadhyay""]","[""Dev Entertainment Ventures Pvt Ltd""]","[""deception_disguise"", ""scam_con"", ""manipulation"", ""political_unrest""]","[""comedic"", ""chaotic""]",False
0000015f-9257-d6c1-a57f-967fd03f0000,movie,Bagh Bondi Khela,U/A 7+,"[""BN""]",1975,SVOD,Drama,"Rajesh struggles to accept his father’s corrupt ways and criminal past. But when his father unexpectedly stands by him in a time of need, Rajesh is torn between rejection and gratitude. Can he forgive the man he once condemned, or is the damage beyond repair? A gripping tale of family and morals.",1970s,"[""Appropriate for age 7 and above""]",5,True,True,"[""Piyush Bose""]","[""Uttam Kumar"", ""Partha Mukherjee"", ""Supriya Devi""]","[""Asima Mukherjee""]","[""family_conflict"", ""reconciliation"", ""betrayal""]","[""emotional"", ""dramatic""]",False
0000015f-9258-d6c1-a57f-967f9ff90000,movie,Banku babu,U/A 7+,"[""BN""]",2014,SVOD,Comedy,"Banku Babu, a strict and dominating figure at home, rules over his family—until an accident causes him to lose his memory. As the household tastes freedom for the first time, chaos and comedy follow. But will the old Banku Babu return, or has everything changed for good?",2010s,"[""Appropriate for age 7 and above""]",6,True,False,"[""Anindya Bikash Dutta""]","[""Saswata Chatterjee"", ""Laboni Sarkar"", ""Arjun Chakrabarty""]","[""Deepak Chandak"", ""Sonika Singh Bhatti""]","[""family_conflict"", ""comedy_of_errors"", ""domestic_conflict""]","[""comedic"", ""chaotic"", ""heartwarming""]",False
0000015f-9261-d6c1-a57f-966fecc20000,movie,Mon Churi,U/A 7+,"[""BN""]",2015,SVOD,Comedy,"Mon Churi unfolds in a one-of-a-kind school for thieves, where small-time crooks Kartik and Ganesh train in the art of stealing. Their world turns upside down when they befriend an ambitious young man aiming to become a minister. A comic caper full of mischief, madness, and unexpected turns.",2010s,"[""Appropriate for age 7 and above""]",4,True,True,"[""Premasish Dey""]","[""Saswata Chatterjee"", ""Biswanath Basu"", ""Kharaj Mukherjee""]",[],"[""heist"", ""scam_con"", ""comedy_of_errors"", ""deception_disguise""]","[""comedic"", ""chaotic""]",False
0000015f-925d-d6c1-a57f-967f9d0b0000,movie,Half Serious,U/A 7+,"[""BN""]",2013,SVOD,Comedy,"This satirical comedy takes a humorous yet hard-hitting look at gender inequality, domestic violence, and the everyday struggles women face. With wit and irony, it exposes deep-rooted societal norms while sparking thought and laughter in equal measure.",2010s,"[""Appropriate for age 7 and above""]",4,True,False,"[""Utsav Mukherjee""]","[""Roopa Ganguly"", ""Silajit Majumder"", ""Ridhima Ghosh""]",[],"[""gender_empowerment"", ""domestic_conflict"", ""social_injustice""]","[""comedic"", ""empowering""]",False
0000015f-2bd3-d1a3-a3ff-7bfb91640000,movie,Hrid Majharey,U/A 13+,"[""BN""]",2014,SVOD,Romance,"Abhijit falls deeply for Debjani, but their romance hits a rough patch when his growing jealousy over her close bond with Subhro spirals out of control. What begins as love slowly turns into obsession, leading to strained ties, painful choices, and a twist that changes everything.",2010s,"[""Foul Language""]",5,True,True,"[""Ranjan Ghosh""]","[""Abir Chatterjee"", ""Raima Sen"", ""Arun Mukherjee""]","[""AP Films Pvt Ltd""]","[""love_triangle"", ""betrayal"", ""manipulation""]","[""dramatic"", ""tense"", ""tragic""]",False
0000015f-2bdb-d1a3-a3ff-7bfb09a00000,movie,Utsab,U/A 16+,"[""BN""]",2000,SVOD,Drama,"A family reunites under the guise of celebrating Durga Puja, but beneath the festive lights lie hidden agendas, old grudges, and personal motives. As the days unfold, secrets spill and true intentions surface. A layered drama where tradition meets tension and nothing is as it seems.",2000s,"[""Sexual Content""]",8,True,True,"[""Rituparno Ghosh""]","[""Prosenjit Chatterjee"", ""Rituparna Sengupta"", ""Mamata Shankar"", ""Madhabi Mukherjee"", ""Arpita Chatterjee"", ""Ratul Shankar""]","[""Tapan Biswas""]","[""family_secrets"", ""family_conflict"", ""family_rivalry"", ""ensemble_multiple_storylines""]","[""dramatic"", ""mysterious"", ""tense""]",False
b9aebd8a-42eb-4965-8dc6-81e8459b2d2f,movie,Golondaaj,U,"[""BN""]",2021,SVOD,Sports Drama,"Colonial oppression dictated that Indians couldn't play football in their own country. Nagendra Prasad Sarbadhikari challenged this norm and fought for football beyond caste, creed, and nationality. Watch the inspiring journey of the Father of Indian Football in Golondaaj, starring Dev.",2020s,"[""Suitable for all ages""]",6,False,True,"[""Dhrubo Banerjee""]","[""Dev"", ""Ishaa Saha"", ""Anirban Bhattacharya"", ""Alexx O'Nell""]","[""SVF Entertainment Pvt Ltd""]","[""social_injustice"", ""class_divide"", ""political_unrest""]","[""uplifting"", ""empowering"", ""dramatic""]",False
ad75f850-2793-4dfe-a232-01bffbaaa33c,movie,Sahaj Paather Gappo,U,"[""BN""]",2016,SVOD,Drama,"After their father meets an accident, Chottu and Gopal's mother become unable to feed them. While Gopal takes multiple jobs to become a bread earner of the family, Chottu is dreaming to get invited to the grand Janmasthtami feast arranged by a local Brahmin household.",2010s,"[""Suitable for all ages""]",5,True,True,"[""Manas Mukul Pal""]","[""Samiul Alam"", ""Nur Islam"", ""Sneha Biswas""]","[""Avijit Saha""]","[""survival"", ""family_conflict"", ""class_divide""]","[""emotional"", ""bittersweet"", ""dramatic""]",False
f86f4dd3-4a0f-4662-9ccc-bfffae2c55ca,movie,Rawkto Rawhoshyo,U/A 7+,"[""BN""]",2020,SVOD,Thriller,"Swarnaja, a radio jockey, has a golden heart and 'golden blood'. When she receives a mysterious call from a child at her radio station, it hints at a dark truth that sets her up on a race to save her bloodline.",2020s,"[""Appropriate for age 7 and above""]",5,True,True,"[""Soukarya Ghosal""]","[""Koel Mallick"", ""Rwitobroto Mukherjee"", ""Chandan Roy Sanyal""]","[""Surinder Films Pvt Ltd""]","[""life_threat"", ""family_secrets"", ""missing_person""]","[""suspenseful"", ""tense"", ""mysterious""]",False
dc7ea2e6-f8db-4471-a3d6-121e348ca4f9,movie,Offline,U,"[""BN""]",2018,FREE,Drama,"Tech-savvy Arjun gifts Kuheli a smartphone. But with every swipe, her reality begins to blur—pulling her deeper into illusion.",2010s,"[""Appropriate for age 7 and above""]",3,False,False,"[""Rajkumar Adhikary""]","[""Farhan Imroz"", ""Sairity Banerjee""]",[],"[""manipulation"", ""deception_disguise""]","[""mysterious"", ""dark"", ""tense""]",True
024b93b7-c73f-4149-87b9-267ae06136c3,movie,Chaplin,U/A 7+,"[""BN""]",2011,SVOD,Drama,"The world sees Bangshi as a Chaplin impersonator, but he sees himself as an artist whose entire life revolves around his son. Watch the journey of this father-son duo as they make the most of the little they have in the pursuit of happiness.",2010s,"[""Appropriate for age 7 and above""]",4,True,True,"[""Anindo Banerjee""]","[""Rudranil Ghosh"", ""Soham Maitra""]","[""Orion Entertainment""]","[""self_discovery"", ""class_divide""]","[""heartwarming"", ""emotional"", ""uplifting""]",False
5db8d743-5402-45cc-a67c-d7bcd5d6821a,movie,Ekti Tarar Khonje,U/A 16+,"[""BN""]",2011,SVOD,Drama,A young man moves to a big city with the dream of becoming an actor. But his dream quickly turns into a nightmare as life in the city throws one curveball after another. Will his ability to see things differently save him?,2010s,"[""Violence"", ""Foul Language"", ""Substance Use""]",7,True,True,"[""Aniruddha Roy Chowdhury"", ""Abhik Mukhopadhyay""]","[""Shayan Munshi"", ""Arpita Chatterjee"", ""Dhritiman Chatterjee""]","[""Indrani Mukherjee"", ""Jeet Banerjee""]","[""self_discovery"", ""survival""]","[""dramatic"", ""bittersweet"", ""emotional""]",False
49eb1927-df47-47d6-8b80-f497a2603510,movie,Patalghor,U/A 7+,"[""BN""]",2003,SVOD,Science Fiction,"More than a century ago, a scientist invented a machine that could transport people to the world of dreams. What happens when a team of rogues set out to find that lost machine?",2000s,"[""Appropriate for age 7 and above""]",6,True,True,"[""Abhijit Chowdhury""]","[""Sourav Bandopadhyay"", ""Soumitra Chatterjee"", ""Ramaprasad Banik"", ""Kharaj Mukherjee""]","[""Black Magic Motion Pictures Ltd""]","[""heist"", ""deception_disguise""]","[""mysterious"", ""suspenseful""]",True
1ade5ee8-9eb1-44e4-a7d6-1e5f84c406f9,movie,Dutta Vs Dutta,A 18+,"[""BN""]",2012,SVOD,Drama,Music is Rono's escape from an overly demanding father and an emotionally distant family. Will he be able to fuel his passion in a city at the peak of the Naxalite movement?,2010s,"[""Violence"", ""Foul Language"", ""Substance Use"", ""Sexual Content""]",4,True,True,"[""Anjan Dutt""]","[""Ronodeep Bose""]","[""Nilakhi Roy"", ""Purnendu Roy""]","[""family_conflict"", ""political_unrest"", ""self_discovery""]","[""dramatic"", ""tense"", ""emotional""]",False
b075c71e-c62a-4634-9f70-514580db95b1,movie,Hiralal,U/A 7+,"[""BN""]",2018,SVOD,Drama,"Hiralal Sen, a pioneer of Indian cinema, began as a still photography enthusiast and created India's first ad film and political documentary. ""Hiralal"" tells the tragic yet inspiring story of a visionary filmmaker whose passion shaped the early days of Indian filmmaking.",2010s,"[""Appropriate for age 7 and above""]",6,True,True,"[""Arun Roy""]","[""Kinjal Nanda"", ""Saswata Chatterjee"", ""Kharaj Mukherjee"", ""Anuska Chakraborty""]","[""Easel Movies Production""]","[""self_discovery"", ""social_injustice""]","[""tragic"", ""dramatic"", ""uplifting""]",True
a8181eea-f982-4ad0-adfe-a64c98d861d0,movie,Pratidwandi,U/A 16+,"[""BN""]",2021,SVOD,Thriller,"When Dr. Bakshi' s son gets kidnapped, Siddharta and his team of private investigators look into the case. Is the kidnapping related to the series of recent murders in Kolkata? And how is maths teacher Sukumar Sen connected to all this?",2020s,"[""Violence"", ""Foul Language"", ""Substance Use""]",6,True,True,"[""Saptaswa Basu""]","[""Saswata Chatterjee"", ""Rudranil Ghosh"", ""Saurav Das"", ""Saayoni Ghosh""]","[""Kashish Entertainment""]","[""kidnapping"", ""murder_mystery"", ""crime_investigation""]","[""suspenseful"", ""tense"", ""mysterious""]",False
d7e395bc-0586-43e5-a491-a2abdb801920,movie,The Parcel,U/A 13+,"[""BN""]",2019,SVOD,Drama,"What happens when you suddenly start receiving mysterious parcels containing seemingly ordinary gifts? 'The Parcel' is the story of Nandini and Souvik, whose blissful life gets stirred by parcels from an anonymous sender. Which dark secret threatens to unmask itself and turn everything upside down?",2010s,"[""Violence""]",6,True,True,[],"[""Indrasis Acharya"", ""Rituparna Sengupta"", ""Saswata Chatterjee"", ""Anindya Chatterjee""]","[""Bhavna Aaj O Kaal"", ""Greentouch Entertainment Pvt Ltd""]","[""family_secrets"", ""cover_up"", ""deception_disguise""]","[""mysterious"", ""tense"", ""suspenseful""]",False
1acbfc72-b8e0-4d01-bd5e-c02c123a8b24,movie,Tangra Blues,U/A 16+,"[""BN""]",2021,SVOD,Drama,"After gaining fame with his band, Sanjib watches helplessly as his band sinks into oblivion. He forms a new band with a group of slum children. Joyee, a musician from Mumbai, becomes fascinated with the band and the unique lives of its members. Will she breathe fresh life into Sanjib's world?",2020s,"[""Foul Language"", ""Violence""]",4,False,True,"[""Supriyo Sen""]","[""Parambrata Chattopadhyay"", ""Madhumita Sarcar""]","[""SVF Entertainment Pvt Ltd""]","[""unlikely_friendship"", ""self_discovery"", ""class_divide""]","[""heartwarming"", ""uplifting"", ""emotional""]",False
87223a0b-e92b-4265-a368-6e7c35db0982,movie,Koshtoneer,U/A 7+,"[""BN""]",2021,SVOD,Drama,"Seven characters. One house. As five siblings reunite for Rashna’s wedding, long-buried secrets, sibling tensions, and unresolved pasts begin to surface. Will the big day bring joy—or a shocking revelation that changes everything?",2020s,"[""Appropriate for age 7 and above""]",9,True,True,"[""Ashfaque Nipun""]","[""Tariq Anam Khan"", ""Saberi Alam"", ""Runa Khan"", ""Sayed Babu"", ""Shamol Mawla"", ""Sabila Nur"", ""Yash Rohan""]","[""Packup Films""]","[""family_secrets"", ""family_conflict"", ""family_rivalry"", ""ensemble_multiple_storylines""]","[""dramatic"", ""tense"", ""emotional""]",False
36e9bb32-0a01-4b54-9588-a20c940c1e12,movie,Tarikh,U/A 16+,"[""BN""]",2019,SVOD,Drama,"Anirban, an idealist professor, and Ira, a conservative hospitality professional, are happily married. However, something unusually strong seems to pull Ira towards Rudranshu. Tarikh explores life, death, love, and sacrifice through three contrasting worlds alives.",2010s,"[""Foul Language""]",5,True,True,[],"[""Churni Ganguly"", ""Saswata Chatterjee"", ""Raima Sen"", ""Ritwick Chakraborty""]","[""Opera Movies""]","[""love_triangle"", ""extramarital_affair"", ""family_conflict""]","[""dramatic"", ""emotional"", ""tragic""]",False
4005160b-122f-464a-b57f-2b9aa955e604,movie,Prem Tame,U/A 13+,"[""BN""]",2021,SVOD,Romantic Comedy,A unique love story between three small town friends. But things change as it is the same love that makes them closer and drift apart. What happens when a dog comes into their equation?,2020s,"[""Foul Language"", ""Sexual Content""]",5,True,True,[],"[""Anindo Chatterjee"", ""Susmita Chatterjee"", ""Shweta Mishra"", ""Soumya Mukherjee""]","[""SVF Entertainment Pvt Ltd""]","[""love_triangle"", ""unlikely_friendship"", ""comedy_of_errors""]","[""comedic"", ""bittersweet"", ""heartwarming""]",False
16d45482-cc7c-4aa7-a1bc-121505ff3030,movie,Ghar Ghar Ki Kahaani (Hindi),U/A 7+,"[""HI""]",2021,SVOD,Drama,"Seven characters. One house. As five siblings reunite for Rashna’s wedding, long-buried secrets, sibling tensions, and unresolved pasts begin to surface. Will the big day bring joy—or a shocking revelation that changes everything?",2020s,"[""Appropriate for age 7 and above""]",9,False,True,"[""Ashfaque Nipun""]","[""Saberi Alam"", ""Runa Khan"", ""Sayed Babu"", ""Sabila Nur"", ""Yash Rohan"", ""Tariq Anam Khan"", ""Shamol Mawla""]","[""Packup Films""]","[""family_secrets"", ""family_conflict"", ""family_rivalry"", ""ensemble_multiple_storylines""]","[""dramatic"", ""tense"", ""emotional""]",False
385b9330-463e-4048-9f4e-01171c25b9d1,movie,Boitarani,U,"[""BN""]",2021,FREE,Drama,"Sougata retreats to Kusumpur seeking peace, but a mysterious village girl shakes his very sense of purpose and identity.",2020s,"[""Suitable for children and persons of all ages""]",2,False,False,"[""Anindya Dutta""]","[""Soumitra Chatterjee""]",[],"[""self_discovery"", ""forbidden_love""]","[""mysterious"", ""dramatic""]",True
aadf2ba0-8c64-47e7-bfa8-1738f378c4a5,movie,Dracula Sir,U/A 16+,"[""BN""]",2020,SVOD,Drama,"In 1970s Kolkata, Amal, a school teacher with sharp, unusual canine teeth, meets Manjari, a resilient naxal widow. As their lives entwine, haunted by loss yet drawn to each other, love blossoms against the backdrop of political turmoil.",2020s,"[""Violence"", ""Foul Language""]",5,True,False,"[""Debaloy Bhattacharya""]","[""Anirban Bhattacharya"", ""Mimi Chakraborty"", ""Bidipta Chakraborty""]","[""SVF Entertainment Pvt Ltd""]","[""forbidden_love"", ""political_unrest"", ""supernatural_threat""]","[""bittersweet"", ""dramatic"", ""eerie""]",False
46f5968b-0032-45b9-9945-ebdf0f9ebe6e,movie,Rajlokhi O Srikanto,U/A 16+,"[""BN""]",2019,SVOD,Drama,"Nomadic Srikanto’s wanderings lead him to Rajlokhi, his childhood love, now the mistress of his travel companion, Hukumchand. As past and present collide, Srikanto grapples with love, betrayal, and the harsh realities of life. A tale of lost love and unexpected reunions unfolds.",2010s,"[""Foul Language"", ""Violence"", ""Substance use"", ""Sexual Content""]",7,True,False,"[""Pradipta Bhattacharya""]","[""Ritwick Chakraborty"", ""Rahul Arunoday Banerjee"", ""Aparajita Ghosh Das"", ""Jyotika Jyoti"", ""Sayan Ghosh""]","[""Reelistic""]","[""forbidden_love"", ""betrayal"", ""love_triangle""]","[""bittersweet"", ""emotional"", ""dramatic""]",False
0119bc86-156a-4922-a414-149622bb7125,movie,Dugga,U/A 13+,"[""BN""]",2020,SVOD,Drama,"Dugga appears strong, but her real battle lies within. Can she defeat the inner demons that haunt her every waking thought?",2020s,"[""Violence""]",6,False,False,"[""Anuraag Pati""]","[""Joy Sengupta"", ""Pratyusha"", ""Annie Sen"", ""Sumit Halder"", ""Ashok Maharana""]",[],"[""self_discovery"", ""midlife_crisis""]","[""dramatic"", ""emotional"", ""tense""]",True
59fbf5e6-37bd-4aa1-b5a3-505278a4b837,movie,Chuhe Dani (Hindi),A 18+,"[""HI""]",2020,SVOD,Drama,"During the lockdown, Sujata appears to be a cheerful housewife—despite being trapped with her abusive husband. But behind her calm smile lies a chilling mystery. Is her happiness real, or is something far darker simmering beneath the surface?",2020s,"[""Violence"", ""Domestic Violence""]",3,False,True,"[""Sudipto Roy""]","[""Swastika Mukherjee""]","[""Chilekotha Production""]","[""domestic_conflict"", ""deception_disguise"", ""cover_up""]","[""dark"", ""ominous"", ""tense""]",False
fd319be9-d35c-4c21-88d1-394cf3684914,movie,Bhasan,U/A 7+,"[""BN""]",2020,SVOD,Drama,"Two lovers separated by the Indo-Bangladesh border reunite on Dashami, the one day the partition melts away—for love.",2020s,"[""Appropriate for age 7 and above""]",3,False,False,"[""Trisha Nandi""]","[""Shabnam Mustafi"", ""Swades Ganguly""]",[],"[""forbidden_love"", ""reconciliation""]","[""bittersweet"", ""emotional"", ""heartwarming""]",False
0dd48e8c-a3d2-4a83-9320-8766bb1447bb,movie,Brombhodoityo,U/A 16+,"[""BN""]",2020,SVOD,Horror,"Folklore researcher Sayantika stumbles upon a mysterious website and accidentally summons a demon, plunging her into a world of terror. As nightmares blur reality, she must confront the sinister entity while unraveling the ancient curse that binds it. A chilling tale of curiosity gone wrong.",2020s,"[""Foul Language"", ""Violence"", ""Frightening Scenes""]",8,False,False,"[""Abhirup Ghosh""]","[""Rudranil Ghosh"", ""Saayoni Ghosh"", ""Anindya Chatterjee"", ""Sourav Saha"", ""Souman Bose"", ""Soumalya Dutta""]","[""Pandey Motion Pictures""]","[""supernatural_threat"", ""curse_ritual"", ""life_threat""]","[""eerie"", ""ominous"", ""dark""]",False
837f6ff3-d3aa-4d23-ac3a-9ae69a5a1b88,movie,Tasher Ghawr,U/A 16+,"[""BN""]",2020,SVOD,Drama,"During the lockdown, Sujata appears to be a cheerful housewife—despite being trapped with her abusive husband. But behind her calm smile lies a chilling mystery. Is her happiness real, or is something far darker simmering beneath the surface?",2020s,"[""Violence""]",3,True,True,"[""Sudipto Roy""]","[""Swastika Mukherjee""]","[""Chilekotha Production""]","[""domestic_conflict"", ""deception_disguise"", ""cover_up""]","[""dark"", ""ominous"", ""tense""]",False
7eea26d8-6f98-47d3-882e-d94f5ee76533,movie,Detective (Hindi),U,"[""HI""]",2020,SVOD,Thriller,"In British India, detective Mahimchandra longs for a juicy case like in his favorite Western crime novels. But as he chases crimes that barely exist, chaos unfolds—on the streets, at home, and in his head! A tale of a man’s hilarious hunt for the perfect mystery.",2020s,"[""Suitable for all ages""]",6,False,True,"[""Joydeep Mukherjee""]","[""Anirban Bhattacharya"", ""Ishaa Saha"", ""Ambarish Bhattacharya"", ""Shaheb Bhattacharjee""]","[""SVF Entertainment Pvt Ltd""]","[""crime_investigation"", ""comedy_of_errors"", ""deception_disguise""]","[""comedic"", ""chaotic""]",False
429e6022-c297-4f61-8bd8-4866382fc99b,movie,Shantilal O Projapoti Rohoshyo,A 18+,"[""BN""]",2019,SVOD,Thriller,"Shantilal, a jarred weather reporter, discovers a startling secret about famous actress Nandita who is about to join politics. Shantilal turns detective and tries to uncover the buried truth that may give him his biggest headline yet!",2010s,"[""Foul Language"", ""Sexual Content"", ""Substance Use"", ""Violence""]",10,True,True,"[""Pratim D Gupta"", ""Goutam Ghose""]","[""Ritwick Chakraborty"", ""Paoli Dam"", ""Akshay Kapoor"", ""Alakananda Ray"", ""Ambarish Bhattacharya"", ""Chitrangada Chakraborty"", ""Sanghasri Sinha""]","[""Sanjay Agarwal""]","[""crime_investigation"", ""cover_up"", ""deception_disguise"", ""political_unrest""]","[""suspenseful"", ""mysterious""]",False
395f12ea-2669-43b6-ab23-3088e7f61647,movie,Kedara,U/A 16+,"[""BN""]",2019,SVOD,Drama,"A lonely, despairing man clings to a dying art form, seeking solace and purpose. When an old chair unexpectedly becomes his companion, it opens the door to new connections and a renewed sense of life. A moving tale of resilience and rediscovery by Indraadip Das Gupta.",2010s,"[""Violence"", ""Foul Language""]",8,True,True,[],"[""Kaushik Ganguly"", ""Rudranil Ghosh"", ""Bidipta Chakraborty"", ""Joydeep Kundu"", ""Moushumi Sanyal Dasgupta"", ""Indranil Roy""]","[""Kaleidoscope""]","[""self_discovery"", ""midlife_crisis"", ""unlikely_friendship""]","[""bittersweet"", ""emotional"", ""heartwarming""]",False
1589644a-7647-4ca0-9ba4-0b57454347da,movie,Kathbirali,U/A 7+,"[""BN""]",2020,SVOD,Romance,"Hasu's life revolves around his childhood friend Anish and the love of his life Kajol. When he decides to settle down, life takes an unexpected turn where the people around him are at stake.",2020s,"[""Appropriate for age 7 and above""]",9,True,True,"[""Niamul Mukta""]","[""Orchita Sporshia"", ""Asaduzzaman Abir"", ""Sayed Zaman Shawon"", ""Shahriar Ferdous Sazeeb"", ""Hindol Roy"", ""A K Azad Shetu"", ""Tasnim""]","[""Chilekotha Production""]","[""love_triangle"", ""unlikely_friendship"", ""life_threat""]","[""dramatic"", ""emotional"", ""tense""]",False
816c5104-1d0f-4470-a1b0-97e5682c4bc1,movie,Hushhh (Hindi),U/A 13+,"[""HI""]",2020,SVOD,Horror,"Investigative journalist Shivangi arrives in misty Kurseong to find a missing girl. But the girl's cellphone begins to reveal eerie, supernatural clues—pulling Shivangi into a world where the living and the dead share secrets no one was meant to uncover.",2020s,"[""Frightening Scene""]",4,False,True,"[""Rick Basu""]","[""Parno Mittra"", ""Moinaak""]","[""SoReal Productions""]","[""missing_person"", ""supernatural_threat"", ""ghost_haunting"", ""crime_investigation""]","[""eerie"", ""mysterious"", ""suspenseful""]",False
58176475-9d01-46c8-a7dd-a144f2e22006,movie,Love Aaj Kal Porshu,U/A 16+,"[""BN""]",2020,SVOD,Romance,"In ""Love Aaj Kal Porshu"", two strangers wake up each day with new identities, meeting and falling in love anew—unaware of their past encounters. Their evolving personas are part of a mysterious experiment. Sci-fi romance by Pratim D. Gupta on love across world of shifting realities.",2020s,"[""Sexual Content""]",7,True,True,"[""Pratim D Gupta""]","[""Arjun Chakrabarty"", ""Madhumita Sarcar"", ""Paoli Dam"", ""Anirban Chakrabarti"", ""Anindita Bose""]","[""SVF Entertainment Pvt Ltd""]","[""mistaken_identity"", ""deception_disguise"", ""self_discovery""]","[""mysterious"", ""emotional"", ""bittersweet""]",False
7c373760-6cc6-4d71-9afc-123b0a0e9ac9,movie,Prof. Shanku O El Dorado,U/A 7+,"[""BN""]",2019,SVOD,Science Fiction,"Based on Satyajit Ray's iconic story, the genius scientist Professor Shanku and the clairvoyant Nakur Babu venture to São Paolo in search of the legendary city of El Dorado. Their journey turns perilous as mysteries unfold, testing Nakur’s uncanny foresight and Shanku’s scientific mind.",2010s,"[""Appropriate for age 7 and above""]",7,True,True,"[""Sandip Ray""]","[""Dhritiman Chatterji"", ""Subhasish Mukhopadhyay"", ""Ratan Sarkhel"", ""Ricardo Dantas"", ""Jacqueline Mazarella""]","[""SVF Entertainment Pvt Ltd""]","[""survival"", ""life_threat""]","[""suspenseful"", ""mysterious"", ""tense""]",False
e037ae82-1c0a-4fbb-9da0-899fa29cacfc,movie,Palok,U,"[""BN""]",2020,SVOD,Drama,"Trapped in a loveless marriage, a woman battles heartbreak, betrayal, and the weight of expectations. Can she reclaim her voice and break free from the cycle of suffering?",2020s,"[""Suitable for children and persons of all ages""]",3,False,False,"[""Ratool Mukherjee""]","[""Rupanjana Mitra"", ""Saswata Chatterjee""]",[],"[""domestic_conflict"", ""betrayal"", ""gender_empowerment""]","[""emotional"", ""tragic"", ""empowering""]",False
10c0f240-d026-4ada-a885-0a7c3ff962fd,movie,Abby Sen,U/A 7+,"[""BN""]",2015,SVOD,Science Fiction,"In Abby Sen, Abir Chatterjee plays a science-loving TV producer stuck in 2013 Kolkata, struggling to keep a job. When he meets a quirky scientist with a time machine, Abby jumps at the chance to travel back to 1980, hoping for a simpler life. But the past isn't as easy as he imagined.",2010s,"[""Appropriate for age 7 and above""]",14,True,True,"[""Atanu Ghosh"", ""Bratya Basu""]","[""Abir Chatterjee"", ""Raima Sen"", ""Arunima Ghosh"", ""Priyanka Sarkar"", ""Kanchan Mullick"", ""Neel Mukherjee"", ""Biswanath Basu"", ""Bhaswar Chatterjee"", ""Paran Bandopadhyay"", ""Kharaj Mukherjee"", ""Chiranjeet Chakrabarti""]","[""Friends Communication Production""]","[""self_discovery"", ""midlife_crisis""]","[""bittersweet"", ""dramatic"", ""mysterious""]",False
ea1580dd-9eba-4162-be6f-f8ac0bddf5f2,movie,Ghawre Bairey Aaj,A 18+,"[""BN""]",2019,SVOD,Political Drama,"Aparna Sen's ""Ghawre Bairey Aaj"" is a contemporary adaptation of Rabindranath Tagore's classic novel Ghare Baire. Set in present-day India, the film explores a complex love triangle involving Brinda, a young Dalit woman, her husband, Nikhilesh, and Sandip, a professor and Nikhilesh's friend.",2010s,"[""Violence"", ""Foul Language"", ""Sexual Content"", ""Substance Use""]",7,True,True,"[""Aparna Sen""]","[""Jisshu Sengupta"", ""Anirban Bhattacharya"", ""Tuhina Das"", ""Rwitobroto Mukherjee"", ""Sreenanda Shankar""]","[""SVF Entertainment Pvt Ltd""]","[""love_triangle"", ""political_unrest"", ""class_divide"", ""extramarital_affair""]","[""dramatic"", ""tense"", ""emotional""]",False
